,Album,Song,Link,lyrics
88,Believe (2012),Right Here,https://lyrics.az/justin-bieber/believe/right-here.html,"Baby, I'm here, I'm here to stay
I ain't going nowhere
I know you're scared cause you've been hurt
Baby it's alright
Lost in your eyes every time that you look in mine
I promise to be all that you need
I won't leave you baby
No 'cause I just wanna love you
I would never ever put nobody up above you
I just wanna kiss you baby, I just wanna hug you till the end, baby till the end
And I'm right here, ain't nobody gotta hold you
'Cause I'm right here, ain't nobody gon' control you
'Cause I'm right, right here
I'm right here, I'm right here, I'm right here
Right here, right here, yeah
Right here, right here, yeah
Say you'll be mine, say we'll be fine
Say we'll be together
Selfish of me to ask since I be the reason we gon' last forever
Wish that you knew all that I do to make this thing go right
Promise to be all that you need
I won't leave you baby
No cause I just wanna love you
I would never ever put nobody else above you
I just wanna kiss you baby, I just wanna hug you till the end, baby till the end



And I'm right here, ain't nobody gotta hold you
Cause I'm right here, ain't nobody gon' control you
Cause I'm right, right here
I'm right here, I'm right here, I'm right here
Right here, right here, yeah
Right here, right here, yeah
And I say, good girl got in my right
She can brace right, the impatient, I know you waiting
Waiting on a good thing, when the time's right
You should let me get to know you baby
I just wanna put it on you
If you want too, baby tell me what you gon' do girl
I can make you feel perfect, girl you're worth it
I just need to see you work it girl
And I'm right here, ain't nobody gotta hold you
'Cause I'm right here, ain't nobody gon' control you
'Cause I'm right, right here yeah yeah
I'm right here, I'm right here, I'm right here, I'm right here yeah
I'm right here, right here, yeah
I'm right here, right here, yeah
I'm right here, right here, yeah oh oh"
89,Believe (2012),She Don't Like The Lights,https://lyrics.az/justin-bieber/believe/she-dont-like-the-lights.html,"She don't like the flash, wanna keep us in the dark
She don't like the fame, hate it when we're miles apart
And she getting to the point where it's too much for her
And throw us all away 'cause it's too much for her
She can't hide away 'cause the world knows who we are
She don't like the lights
She don't, she don't, she don't
She don't like the lights
She don't, she don't, she don't
Don't wanna share with no one else, want me to herself
Don't want no love in front of the camera
She don't like the lights
She don't, she don't, she don't
She don't like the lights
She's giving ultimatums, she don't like this life
She said if I loved her, I'd give it up won't think twice
I can't do that
And it's getting to the point where it's too much for her
Wanna throw it all away, 'cause it's too much for her
She don't wanna live this life, damn, it's my life



She don't like the lights
She don't, she don't, she don't
She don't like the lights
She don't, she don't, she don't
Don't wanna share with no one else, want me to herself
Don't want no love in front of the camera
She don't like the lights
She don't, she don't, she don't
She don't like the lights
How can I choose between the two
When all the lights are all I know?
I wish she could see, how good this can be
I hope that she waits a little bit longer
'Cause I don't wanna live life, without her by my side
'Cause she gives the light that's in me
But she don't know, she don't know
She don't like the lights
She don't like the lights
She don't, she don't, she don't
She don't like the lights
She don't, she don't, she don't
She don't like the lights"
90,Believe (2012),Take You,https://lyrics.az/justin-bieber/believe/take-you.html,"Hey, what's the situation, whoa?
I'm just tryna make a little conversation,
Why the hesitation, whoa?
Tell me what your name is? For your information,
Don't get me wrong
You know you're right,
Don't be so cold,
We could be fire
Tomorrow we go,
Let's start tonight
You know what it's all about
I can take you out, I can take you home
I can take you oh-oh-oh where you wanna go
I can pick it up, we could take it slow
I can take you home
I can take you out, I can take you home
I can take you oh-oh-oh where you wanna go
I can pick it up, we could take it slow
I can take you home
I might have a reputation, oh oh,
But there's only me and you in this equation
Promise this occasion, oh oh,
It's a different situation
For your information,
Don't get me wrong
You know it's right,
Don't be so cold,
We could be fire
Tomorrow we go,
Let's start tonight (tonight)
You know what it's all about
I can take you out, I can take you home
I can take you oh-oh-oh where you wanna go



I can pick it up, we could take it slow
I can take you home
I can take you out, I can take you home
I can take you oh-oh-oh where you wanna go
I can pick it up, we could take it slow
I can take you home
I can take you out, I can take you home
I can take you out, I can take you home
Baby, señorita, ma chérie, please be my little lady, my little lady
Mi amor, you're the one I adore, come on be my little lady, my little lady
Baby, señorita, ma chérie, please be my little lady, my little lady
Mi amor, you're the one I adore, come on be my little lady, my little lady
I can take you out, I can take you home
I can take you oh-oh-oh where you wanna go
I can pick it up, we could take it slow
I can take you home
I can take you out, I can take you home
I can take you oh-oh-oh where you wanna go
I can pick it up, we could take it slow
I can take you home
Hey, what's the situation?
(woah-woah-woah-woah-woah)
Hey, what's the situation?
(woah-woah-woah-woah-woah)"
91,Believe (2012),Thought Of You,https://lyrics.az/justin-bieber/believe/thought-of-you.html,"Girl I've been fooled by your smile
I was mistaken by the way you loved me
We led it straight for a while, yeah
But you deceived me, you convinced me, yeah
So clear to me now, can't explain what you're doing to me, yeah
I'd leave but I don't know how
It's gon' take some time
But I'll figure it out
Why should we fight the feeling
Let's just live in the moment
Though it's infatuation
I'm good with that
Cause I'm in love with the thought of you
With the thought of you, with the thought of you
I'm in love with the thought of you
Not the things you do, but the thought of you
Girl, I'm in love with the thought of you, you, you
Girl, I'm in love with the thought of you, you, you
Love with the thought of you
I fell victim to your style
You're so amazing, girl you're in your own league
Rather be stuck in denial, yeah
Than tryna be without you girl
So clear to me now, can't explain what you're doing to me
I'd leave but I don't know how
It's gon' take some time
But I'll figure it out
Why should we fight the feeling
Let's just live in the moment
Though it's infatuation



I'm good with that
Cause I'm in love with the thought of you
With the thought of you, with the thought of you
I'm in love with the thought of you
Not the things you do, but the thought of you
Girl, I'm in love with the thought of you, you, you
Girl, I'm in love with the thought of you, you, you
Girl, I'm in love with the thought of you, you, you
Girl, I'm in love with the thought of you
So clear to me now, can't explain what you're doing to me
I'd leave but I don't know how
It's gon' take some time
But I'll figure it out
Why should we fight the feeling
Let's just live in the moment
Though it's infatuation
I'm good with that
Cause I'm in love with the thought of you
With the thought of you, with the thought of you
I'm in love with the thought of you
Not the things you do, but the thought of you
You-hoo-hoo, you-hoo-hoo
Girl, I'm in love with the thought of you, you, you
Girl, I'm in love with the thought of you
Not the things you do, but the thought of you
You-hoo-hoo, you-hoo-hoo
Girl, I'm in love with the thought of you"
92,Never Say Never - The Remixes (2011),Born To Be Somebody,https://lyrics.az/justin-bieber/never-say-never-the-remixes/born-to-be-somebody.html,"There's a dream in my soul
A fire that's deep inside me
There's a me no one knows
Waiting to be set free
I'm gonna see that day
I can feel it
I can taste it
Change is coming my way
I was born to be somebody
Ain't nothing that's ever gonna stop me
I'll light up the sky like lightning
I'm gonna rise above
Show 'em what I'm made of
I was born to be somebody
I was born to be
And this world will belong to me
This life can kick you around (whoa)
This world can make you feel small (whoa)
They will not keep me down (whoa)
I was born to stand tall
I'm goin' all the way
I can feel it, I believe it
I'm here, I'm here to stay 



I was born to be somebody
Ain't nothing that's ever gonna stop me
I'll light up the sky like lighting
I'm gonna rise above
Show 'em what I'm made of
I was born to be somebody
I was born to be
And this world will belong to me
Feel it
Believe it
Dream it
Be it
I was born to be somebody (born to be)
Ain't nothing that's ever gonna stop me (no, no, no)
I'll light up the sky like lighting
I'm gonna rise above
Show 'em what I'm made of
I was born to be somebody
I was born to be
And this world will belong to me
Whoa oh
Whoa oh
And this world will belong to me
Yeah, yeah, oh
This world will belong to me"
93,Never Say Never - The Remixes (2011),Never Say Never Remix,https://lyrics.az/justin-bieber/never-say-never-the-remixes/never-say-never-remix.html,"Never say never (never never never)
Pick it up, pick, pick, pick it up
Pick it up, pick, pick, pick it up
Pick it up, pick, pick, pick it up
Pick it up, pick, pick, pick it up
I never thought that I could walk through fire
I never thought that I could take a burn
I never had the strength to take it higher
Until I reach the point of no return
And there's just no turnin' back
When your heart's under attack
Gonna give everything I have
It's my destiny
I will never say never (I will fight)
I will fight till forever (make it right)
Whenever you knock me down
I will not stay on the ground
Pick it up, pick it up
Pick it up, pick it up (up up up)
And never say never (ne-never say never)
(Ne-never say never)
(Ne-never say never)
I never thought that I could feel this power
I never thought that I could feel this free
I'm strong enough to climb the highest tower
And I'm fast enough to run across the sea
Cause there's just no turnin' back
When your heart's under attack
Gonna give everything I have
Cause this is my destiny
I will never say never (I will fight)
I will fight till forever (make it right)
Whenever you knock me down
I will not stay on the ground
Pick it up, pick it up
Pick it up, pick it up (up up up)
And never say never
Here we go!
Guess who?
J-Smith and J-B!
I gotcha lil' bro



I can handle him
Hold up, aight?
I can handle him
Now he's bigger than me
Taller than me
And he's older than me
And stronger than me
And his arms a little bit longer than me
But he ain't on a J-B song with me!
I be trying a chill
They be trying to side with the thrill.
No pun intended, was raised by the power of Will.
Like Luke with the force, if push comes to shove.
Like Kobe in the fourth, ice water for blood. (lets go)
I gotta be the best, and yes
We're the flyiest.
Like David and Goliath,
I conquered the giant.
So now I got the world in my hand,
I was born from two stars
So the moon's where I land.
(I'm gone)
Yeah
I will never say never (I will fight)
I will fight till forever (make it right)
Whenever you knock me down
I will not stay on the ground
Pick it up, pick it up
Pick it up, pick it up (up up up)
And never say never
Never say never
I will never say never (never say never)
I will fight till forever (make it right)
Whenever you knock me down
I will not stay on the ground
Pick it up, pick it up
Pick it up, pick it up (up up up)
And never say never (ne-never say never, never say it)
(Ne-never say never, never say it)
(Ne-never say never, never say it)
And never say never (ne-never say never)
(Ne-never say never)
(Ne-never say never)
And never say never"
94,Never Say Never - The Remixes (2011),Overboard (Live),https://lyrics.az/justin-bieber/never-say-never-the-remixes/overboard-live.html,"(feat. Miley Cyrus)
Ohh Ohh
Hello everybody!
It feels like we've been out at sea
So back and forth that's how it's seems
Whoa and when I want to talk
You say to me
That if it's meant to be, it will be
So crazy in this thing we call love
The love that we got that we just can't give up
I'm reaching out for you tell me
Out here in the water and I
I'm overboard and I need your love
Pull me up
I can't swim on my own
It's to much
Feels like I'm drowning without your love
So throw yourself out to me
My life saver
Life saver
Oh life saver
My life saver
Life saver
Oh life saver oh wow
Never understand you when you say
Wanting me to met you half way.
Felt like I was doing my part
Get bringing your coming up short
Funny how these thing change
Cause now I see
So crazy in this love we call love
And now that we got it
We just can't give up
I'm reaching out for ya



Got me out here in the water and I
I'm overboard
And I need your love
Pull me up (Pull me up)
I can't swim on my own
It's to much (It's to much)
Feels like I'm drowning without your love
So throw yourself out to me
My life saver
It's supposed to be some give and take I know.
Your only taking and not given any more
So what will I do? (So what will I do?)
Cause I still love you. (Still love you Baby)
You're the only one who can save me
I'm overboard
And I need your love
Pull me up (Pull me up)
I can't swim on my own
It's to much (It's to much)
Feels like I'm drowning (I'm drowning baby I'm drowning) without your love
So throw yourself out to me (Can't swim)
My life saver
Life saver
Oh life saver
My life saver
(It's crazy, crazy crazy, yeah) Life saver
Oh life saver
Oh life saver
Oh life saver
Oh life saver
Yeah"
95,Never Say Never - The Remixes (2011),Overboard Live Version,https://lyrics.az/justin-bieber/never-say-never-the-remixes/overboard-live-version.html,"It feels like we've been out at
So back and forth how it seems
Whoa and web you want to talk
You say to me
That if it's mean to be , it will be
So crazy in this thing we call love
The love that we got that we just can't give up
I'm reaching out for you tell me
I'm over board and I need your love
Pull me up
I can't swim on my own
It's to much
Feels like I'm drowning without your love
So throw yourself out to me
My life saver
Life saver
Oh life saver
My life saver
Oh life saver oh wow
Never understand you when you say
Wanting me to meet you half way
Felt like I was doing my part
Get bringing your coming up short
Funny how things change
Cause now I see
So crazy in this love we call love
And now that we got it
We just can't give up
In reaching out for ya
Got me out here in the water and I



I'm overboard
And I new your love
Pull me up (pull me up)
I can't swim on my own
It's to much (it's to much)
Feel like I'm drowning without your love
So throw yourself out to me
My life saver
It's supposed to be some give an take I know
Your only talking and not given any more
So what will I do (so what will I do ?)
Cause I still love you(still love you baby)
You're the only one who can save me
I'm overboard
And I need your love
Pull me up (pull me up)
I can't swim on my own
It's to much (it's to much)
Feels like im drowning (I'm drowning baby I'm drowning) with out your love
So throw yourself out to me (can't swim)
My life saver
Life saver
Oh life saver
My life saver
(it's crazy , crazy crazy yeah) life saver
Oh life saver
Oh life saver
Oh life saver
Oh life saver
Yeah"
96,Never Say Never - The Remixes (2011),Runaway Love Kanye West Remix,https://lyrics.az/justin-bieber/never-say-never-the-remixes/runaway-love-kanye-west-remix.html,"Visual visual JB
Yo 'Ye whattup
Raekwon
You got stacks like the international house of pancakes
All alone ready to phone me and your hand shakes
Palms is sweat it, don't regret
Never the walk miles for love I sit at starters deck
It just happens I was floating you seen it captain?
Blinked at me then I threw on my thinking cap
Taker, and then we can slide to Jamaica
Shopping for a year or two stop in Diego
It's obvious I'm gon sue your mommy is
We just friends so she can't Clyde Bonnie us
Fly walls down in the fly halls
Come to the master suite leave every piece in the master hall
All about money tied in a know stand over there
That's why I make it happen on blocks
Brazil cut sweater, Audi, leather
Playing the field tryna outslug Berretta
You see my baby over hit the road
Where she's going I swear nobody knows
I need to find her before another man does
I wouldn't want him to steal my love
I'm just tryin to be cool, cool, cool (tryn'a be cool)
What would you expect me to do (oh oh oh, oh oh oh, yeah)
I'm just tryin to find, find, find
That sweet love of mine
I'm runnin outta time
Where is my runway love
Searching low and high
Know that I'm not givin' up
I give it all up for her
I'll never be enough
I wont stop until I find
My runaway love
Last name West and my teeth Diamonds
She said yo what's your occupation, crazy rhyming?
Listen to Wu Tang
Trying crazy suits on
Stuntin' in our high top Louie's
Shorts is the coogies
Open up the door when you take her to the movies
When you meet the parents you tell De Niro
Her boyfriend is zero she needs to cut the wierdo
Next show they gotta up the zeroes
Nobody rocking like this sixty years old
The hard johns and the Walleys something caught me
I'm telling you what Wu-Tang taught me



The young youth rocking the gold tooth
Pull up in a drop top old school bumping the cash rules
No question we the reason why the summers blazin'
You looking good fly color Asian
Ra I give it yo ya, no trivia
She used to roll with my G-unit like Olivia
Till she caught me getting numbers not her's
(Sweet runaway love)
Guess that's the day she became a runaway love
I'm runnin outta time
Where is my runaway love
Searching low and high
Know that I'm not givin' up
I give it all up for her
I'll never be enough
I wont stop until I find
My runaway love
Why can't I find, the love of mine,
When you're standing in front of my face
Oh why (oh why), You must be mine
How did I let you get away
Leave it up to the most high sit in a ghost fly
Chillin' with two of my brothers we both live on deck
Grabbing em on set
This is how we roll independence she a go I'm gon go get
Take that queen a**ure to ya
We can live every month baby girl just call me up
Waking up mess in some cold sweats thinking of this the video tapes
Even the stress
My mind is a terrible thing to waste
No love lost I know I'm going crazy I can't floss
Me my lady left my homies
It's all baloney just like rocking an old pony
So when I chillin' I'm just lost no more feeling
I need my honey in my life get that film it
Take the time Rae Just and Ye shine
My runaway love give me mine come on
I'm runnin outta time
Where is my runaway love
Searching low and high
Know that I'm not givin' up
I give it all up for her
I'll never be enough
I wont stop until I find
My runaway love
I'm runnin outta time
Where is my runaway love
Searching low and high
Know that I'm not givin' up
I give it all up for her
I'll never be enough
I wont stop until I find
My runaway love"
97,Never Say Never - The Remixes (2011),Runaway Love Remix,https://lyrics.az/justin-bieber/never-say-never-the-remixes/runaway-love-remix.html,"You see my baby up and hit the road
Where she's going, that's where nobody knows
I need to find her before another man does
I wouldn't want him to steal my love
I'm just trying to be cool, cool, cool (Cool, cool, cool)
Whatcha expect me to do (oh oh oh yeah)
I'm just trying to find, find, find, sweet love of mine
I'm running out of time, where is my runaway love?
Searching low and high, know that I'm not giving up
I'd give it all up for us (never be enough)
(I won't stop until I find) my runaway love
See my baby really needs some help
'Cause she can never stay at home by herself
She says she needs a little company
Even if she's not always with me yeah, oh oh
I'm just trying to be cool, cool, cool (trying to be cool)
Whatcha expect me to do (oh yeah)
I'm just trying to find, find, find, the sweet love of mine



I'm running out of time, where is my runaway love?
Searching low and high, know that I'm not giving up
I'd give it all up for us(never be enough)
(I won't stop until I find) my runaway love
Why can't I find (why can't I find) the love of mine
When you're standing in front of my face
Oh, I must be blind, how did I let you get away? (yeah, yeah)
I'm running out of time, where is my runaway love?
Searching low and high, know that I'm not giving up
I'd give it all up for us(never be enough)
(I won't stop until I find) my runaway love
I'm running out of time, where is my runaway love?
Searching low and high, know that I'm not giving up
I'd give it all up for us(never be enough)
(I won't stop until I find) my runaway love love oh oh oh yeah oh baby"
98,Never Say Never - The Remixes (2011),Somebody To Love (Remix),https://lyrics.az/justin-bieber/never-say-never-the-remixes/somebody-to-love-remix.html,"(feat. Usher)
For you I'd write a symphony,
I'd tell the violin,
It's time to sink or swim,
Watch them play for ya,
For you I'd be, (whoa oh)
Running a thousand miles,
Just to get to where you are.
Step to the beat of my heart,
I don't need a whole lot,
But for you I admit I,
I'd rather give you the world,
Or we can share mine,
I know I won't be the first one,
giving you all this attention,
Baby listen,
I just need somebody to love,
I don't need too much, just somebody to love,
Somebody to love.
I don't need nothing else,
I promise girl I swear,
I just need somebody to love.
I need somebody, I need somebody,
I need somebody, I need somebody
[Usher]
Every day,
I bring the sun around,
I sweep away the clouds,
Smile for me.
I would take,
Every second, every single time,
Spend it like my last dime.
Step to the beat of my heart,
I don't need a whole lot,
But for you I admit I,
I'd rather give you the world,
Or we can share mine,
I know I won't be the first one,
Givin' you all this attention,
Baby listen,
I just need somebody to love,
I don't need too much, just somebody to love,



Somebody to love.
I don't need nothing else,
I promise girl I swear,
I just need somebody to love.
I need somebody, I need somebody,
I need somebody, I need somebody
Somebody to love.
I need somebody, I need somebody,
I need somebody, I need somebody
I just need somebody to love.
[Justin Bieber]
And you can have it all,
Anything you want,
I can bring; give you the finer things, yeah
[Usher]
But what I really want,
I can't find cause,
Money can't find me,
Somebody to love (oh, oh)
Find me somebody to love (whoah ohh)
I need somebody to love,
I don't need too much, just somebody to love,
Somebody to love.
I don't need nothing else,
I promise girl I swear,
I just need somebody to love.
I need somebody, I need somebody,
I need somebody, I need somebody
Somebody to love.
I need somebody, I need somebody,
I need somebody, I need somebody
I just need somebody to love.
I need somebody, I need somebody,
I need somebody, I need somebody
I need somebody to love.
To love, to love.
Is she out there? [x3]
I just need somebody to love."
99,Never Say Never - The Remixes (2011),That Should Be Me (Remix),https://lyrics.az/justin-bieber/never-say-never-the-remixes/that-should-be-me-remix.html,"(feat. Rascal Flatts)
Everybody's laughing in my mind
Rumors spreading about this other guy
Do you do what you did what you did with me?
Does he love you the way I can?
Did you forget all the plans that you made with me?
Cause baby I didn't
That should be me holding your hand
That should be me making you laugh
That should be me this is so sad
That should be me
That should be me
That should be me feeling your kiss
That should be me buying you gifts
This is so wrong
I can't go on
'Till you believe
That that should be me
That should be me
No.
You said you needed a little time from my mistakes
It's funny how you used that time to have me replaced
Did you think that I wouldn't see you out at the movies?
What you doin' to me
You're taking him where we used to go
Now if you're trying to break my heart
It's working cause you know
That should be me holding your hand
That should be me making you laugh
That should be me this is so sad



That should be me
That should be me
That should be me feeling your kiss
That should be me buying you gifts
This is so wrong I can't go on
'Till you believe
That should be me
I need to know should I fight for love
Or disarm
It's getting harder to shield
This pain is my heart
Ooh Ooh
That should be me holding your hand
That should be me making you laugh
That should be me this is so sad
That should be me
That should be me
That should be me feeling your kiss
That should be me buying you gifts
This is so wrong
I can't go on
'Till you believe
That that should be me
Holding your hand
That should be me
The one making you laugh (oh baby oh)
That should be me
That should be me
Giving you flowers
That should be me
Talking for hours
That should be me (that should be me)
That should be me
That should be me
Never should've let you go
I never should've let you go
That should be me
I never shoulda let you go
That should be me"
100,Never Say Never - The Remixes (2011),Up Remix,https://lyrics.az/justin-bieber/never-say-never-the-remixes/up-remix.html,"[Justin Bieber]
It's a big big world
It's easy to get lost in it
You've always been my girl
And I'm not ready to call it quits
We make the sun shine in the moon light
We can make the gray clouds to the blue skies
I know it's hard
Baby believe me
That we can't go
Nowhere but up
From here
My dear
Baby we can go nowhere but up
Tell me what got to fear
We'll take to the sky pa** the moon to the galaxy
As long as you are with me baby
Honestly with the strenght of our love
We can go nowhere but up
[Chris Brown]
It's a big big world
Girl I'm gonna show you all of it
I'm gonna lace you with pearls
From every ocean
That will swimmin in
We make the sun shine in the moon light
We can make the gray clouds turn the blue skies
Yeah I know it's hard
But baby believe me (oh)



That we can't go
Nowhere but up
From here
My dear
Baby we can go nowhere but up
Tell me what we got to fear
We'll take it to the sky past the moon to the galaxy
As long as you're with me baby
Honestly with the strenght of our love
We can go nowhere but up
[Justin Bieber]
Baby we were underground
We're on the surface now
We gonna make it girl
I promise
If you believe in love
And you believe in us
We can go nowhere but up
Baby we can go
Nowhere but up
From here
My dear
Baby we can go nowhere but up
Tell me what we got to fear
We'll take it to the sky past the moon to the galaxy
As long as you are with me baby
Honestly with the strength of our love
We can go nowhere but up
Nowhere but up
Nowhere but up
Yeah
Nowhere but up"
101,Under The Mistletoe (2011),All I Want For Christmas Is You,https://lyrics.az/justin-bieber/under-the-mistletoe/all-i-want-for-christmas-is-you.html,"I don't want a lot for Christmas
There is just one thing I need
And I don't care about presents
Underneath the Christmas tree
I don't need to hang my stocking
There upon the fireplace
Santa Claus won't make me happy
With a toy on Christmas day
I just want you for my own
More than you could ever know
Make my wish come true
All I want for Christmas is you
You, baby
I won't ask for much this Christmas
I won't even wish for snow
I'm just gonna keep on waiting
Underneath the mistletoe
I won't make a list and send it
To the North Pole for Saint Nick
I won't even stay awake to
Hear those magic reindeer click
'Cause I just want you here tonight
Holding on to me so tight
What more can I do
'Cause baby all I want for Christmas is you



You, baby
All the lights are shining
So brightly everywhere
And the sound of children
Laughter fills the air
And everyone is singing
I hear those sleigh bells ringing
Santa won't you bring me the one I really need
Won't you please bring my baby to me
I don't want a lot for Christmas
This is all I'm asking for
I just want to see my baby
Standing right outside my door
Oh I just want him for my own
More than you could ever know
Make my wish come true
Baby all I want for Christmas
Is you, baby
It's all I want for Christmas
It's all I want for Christmas
It's all I want for babe,
All I want, all I really want is you baby
All I want, all I really want is, want is, want is, want is
Ooh baby"
102,Under The Mistletoe (2011),All I Want for Christmas Is You [Superfestive!],https://lyrics.az/justin-bieber/under-the-mistletoe/all-i-want-for-christmas-is-you-superfestive.html,"I don't want a lot for Christmas
There is just one thing I need
And I don't care about presents
Underneath the Christmas tree I don't need to hang my stocking
There upon the fireplace
Santa Claus won't make me happy
With a toy on Christmas day I just want you for my own
More than you could ever know
Make my wish come true
All I want for Christmas is you
You, baby I won't ask for much this Christmas
I won't even wish for snow
I'm just gonna keep on waiting
Underneath the mistletoe I won't make a list and send it
To the North Pole for Saint Nick
I won't even stay awake to
Hear those magic reindeer click 'Cause I just want you here tonight
Holding on to me so tight
What more can I do
'Cause baby all I want for Christmas is you



You, baby All the lights are shining
So brightly everywhere
And the sound of children
Laughter fills the air And everyone is singing
I hear those sleigh bells ringing
Santa won't you bring me the one I really need
Won't you please bring my baby to me I don't want a lot for Christmas
This is all I'm asking for
I just want to see my baby
Standing right outside my door Oh I just want him for my own
More than you could ever know
Make my wish come true
Baby all I want for Christmas
Is you, baby It's all I want for Christmas
It's all I want for Christmas
It's all I want for babe,
All I want, all I really want is you baby
All I want, all I really want is, want is, want is, want is
Ooh baby"
103,Under The Mistletoe (2011),All I Want Is You,https://lyrics.az/justin-bieber/under-the-mistletoe/all-i-want-is-you.html,"Sitting here all alone
Watching the snow fall
Looking back at the days
We threw them snowballs
I can't believe
I'm putting the tree up by myself
I need you
And nobody else
And I'm sorry
If I pushed you away
'Cause I need to here
And I want for you to know
And I don't care
If I don't get anything
All I need is you here right now
And I'm sorry if I hurt you
But I know that
All I want is you
This Christmas, this Christmas
This Christmas, all I want is you
This Christmas, this Christmas
This Christmas, all I want is you
This Christmas
And I never wanna do this alone
Baby I just need you to be here
Here through the holidays yeah
I just wanna if you feel the same way
Because I'm lonely baby
Want you to hold me baby
And I'm sorry
If I pushed you away
I just want you to know I miss you 



And I want you to stay
And I don't care
If I don't get anything
All I need is you here right now
And I'm sorry if I hurt you
But I know that
All I want is you
This Christmas, this Christmas
This Christmas, all I want is you
This Christmas, this Christmas
This Christmas, all I want is you
This Christmas
Wrapping gifts without you babe
Starting in December and there's no call
I can't do this on my own
I've changed my ways
Keep running back and forth again
I'm here to stay
And I don't care
If I don't get anything
All I need is you here right now
And I'm sorry if I hurt you
But I know that
All I want is you
This Christmas, this Christmas
This Christmas, all I want is you
This Christmas, this Christmas
This Christmas, all I want is you
This Christmas"
104,Under The Mistletoe (2011),Chestnuts Roasting On An Open Fire,https://lyrics.az/justin-bieber/under-the-mistletoe/chestnuts-roasting-on-an-open-fire.html,"Chestnuts roasting on an open fire
Jack Frost nipping at your nose (yeah)
Yuletide carols being sung by a choir
And folks dressed up like Eskimos Everybody knows a turkey and some mistletoe
Help to make the season bright
Tiny tots with their eyes all aglow
Will find it hard to sleep tonight They know that Santa's on his way



He's loaded lots of toys and many goodies on his sleigh
And every mother's child is going to spy
To see if reindeer really know how to fly And so, I'm offering this simple phrase
To kids from one to ninety-two
Although it's been said many times, many ways
Merry Christmas to you"
105,Under The Mistletoe (2011),Christmas Eve,https://lyrics.az/justin-bieber/under-the-mistletoe/christmas-eve.html,"It's a holiday
Spend it with you baby
I think that I am in love this Christmas, yeah
Just hang your stockings on the fireplace
You know that Santa's coming to town
I'm the one who wants to take you on a sleigh, right now
So today is all about you babe
The mistletoe can pull us closer
It's what I'm waiting for
It sorta feels like it's Valentine's, Valentine's
So in on top of your roof
Them sleigh bells is ringing
I'll be up all night with you
Don't care what they're saying
Japan to Peru, baby me and you
This Christmas Eve
Be my date this Christmas Eve
Be my holiday, my dream
Lay your head on me
I got you babe, whoa oh
Kissing underneath the tree
I don't need no presents girl
You're everything I need
Let me give you all of me
Together on this Christmas Eve
You leave some cookies out,
I'ma eat 'em up
Nobody can see me but you
It's so magical



When we use imagination,
We can fly to never never land
The North Pole, ain't that cold
If you wanna go
I got you baby
Be my date this Christmas Eve
Be my holiday, my dream
Lay your head on me
I got you babe, whoa oh
Kissing underneath the tree
I don't need no presents girl
You're everything I need
Let me give you all of me
Together on this Christmas Eve
Be my, be my, Christmas Eve
Be my, be my, Christmas Christmas
Be my, be my, Christmas Eve
I promise I won't do you wrong
Be my date this Christmas Eve
Be my holiday, my dream
(Lay your head on me)
I got you babe (whoa no no no whoa oh)
Kissing underneath the tree
I don't need no presents girl
You're everything I need
Let me give you all of me
Together on this Christmas Eve
Be my, be my, Christmas Eve
Be my, be my, Christmas Eve
Be my, be my, Christmas Eve"
106,Under The Mistletoe (2011),Christmas Love,https://lyrics.az/justin-bieber/under-the-mistletoe/christmas-love.html,"Baby I will not pout
Baby I will not cry
Cause I got your love this Christmas time
When the snow's on the ground
And it's freezing outside
I got your love this Christmas
On every list I've ever sent
You're the gift I'd love the best
So deck the halls and all the rest
Warm me up
With your Christmas love
Hey angel in the snow
I'm under the mistletoe
You are the one
You're my very own Christmas love
Tell Santa I'm cool this year
My present is standing right here
Thank God above for my very own Christmas love, yeah
Like a beautiful tree, you can light up the room
Your kinda star, can't be removed
Like a beautiful carol, I get lost in your song
And I will forever sing along
On every list I've ever sent
You're the gift I'd love the best
So deck the halls and all the rest
You warm me up
With your Christmas love
Hey angel in the snow
I'm under the mistletoe
You are the one
You're my very own Christmas love
Tell Santa I'm cool this year



My present is standing right here
Thank God above for my very own Christmas love
All the lovers around the world (all the lovers)
Let me sing you Merry Merry Christmas
Merry Merry Christmas (and happy holidays)
And every boy and every girl
Stay close to the ones you love and thank God above
That you got someone this year
That can fill your heart with cheer
Hey angel in the snow
I'm under the mistletoe
You are the one
You're my very own Christmas love
Tell Santa I'm cool this year
My present is standing right here
Thank God above for my very own Christmas love
Hey angel in the snow
I'm under the mistletoe
You are the one
You're my very own Christmas love
Tell Santa I'm cool this year
My present is standing right here
Thank God above for my very own Christmas love
For my very own Christmas love
For my very own Christmas love
(Give me a kiss baby)
(Give me a kiss baby)
For my very own Christmas love"
